Program Time [s],data 0,data 1,data 2
2433.93,300,0,2.38221e-43
2439.93,296,-5.25,2.38221e-43
2445.93,300,-0.4375,2.18603e-43
2451.93,300,6.125,2.43826e-43
2457.93,296,6.125,2.43826e-43
2463.93,294,1.4013e-45,2.18603e-43
2469.93,298,-0.4375,2.49431e-43
2475.93,296,0.492188,2.49431e-43
2481.93,298,0,2.18603e-43
2487.93,297,0.0273438,2.55036e-43
2493.93,302,0,2.55036e-43
2499.93,300,-0.4375,2.18603e-43
2505.93,296,-0.109375,2.60642e-43
2511.93,298,0.0273438,2.60642e-43
2517.93,295,0.164062,2.62043e-43
2523.93,295,0,2.18603e-43
2529.93,287,-0.109375,2.18603e-43
2535.93,296,0,2.20004e-43
2541.93,296,0.164062,2.21405e-43
2547.93,294,0.328125,2.21405e-43
2553.93,300,0,2.22806e-43
2559.93,295,0.4375,2.24208e-43
2565.93,300,0.546875,2.24208e-43
2571.93,298,11.8672,2.25609e-43
2577.93,292,10.9375,2.2701e-43
2583.93,296,1.4013e-45,2.2701e-43
2589.93,298,0.546875,2.28412e-43
2595.93,302,0.847656,2.29813e-43
2601.93,298,0.984375,2.29813e-43
2607.93,296,1.3125,2.31214e-43
2613.93,304,0,2.32616e-43
2619.93,296,2,2.32616e-43
2625.93,300,-3.74609,2.34017e-43
2631.93,295,9.05078,2.35418e-43
2637.93,295,8.12109,2.35418e-43
2643.93,295,1.4013e-45,2.36819e-43
2649.93,296,-3.82812,2.38221e-43
2655.93,294,-3.47266,2.38221e-43
2661.93,297,3.99219,2.39622e-43
2667.93,300,4.12891,2.41023e-43
2673.93,296,0,2.41023e-43
2679.93,298,-3.80078,2.42425e-43
2685.93,296,-2.35156,2.43826e-43
2691.93,295,11.5938,2.43826e-43
2697.93,296,11.3203,2.45227e-43
2703.93,296,0,2.46629e-43
2709.93,300,-3.77344,2.46629e-43
2715.93,298,-2.32422,2.4803e-43
2721.93,295,6.50781,2.49431e-43
2727.93,295,5.90625,2.49431e-43
2733.93,300,0,2.50832e-43
2739.93,295,-3.74609,2.52234e-43
2745.93,301,-3.41797,2.52234e-43
2751.93,293,10.0078,2.53635e-43
2757.93,296,9.87109,2.55036e-43
2763.93,296,0,2.55036e-43
2769.93,295,0,2.56438e-43
2775.93,296,-1952.2,2.57839e-43
2781.93,291,5.25,2.57839e-43
2787.93,295,2.54297,2.5924e-43
2793.93,300,0,2.60642e-43
2799.93,292,-11.9492,2.64845e-43
2805.93,294,-2.87109,2.63444e-43
2811.93,295,8.47656,2.67648e-43
2817.93,295,8.47656,2.70451e-43
2823.93,293,0,2.69049e-43
2829.93,296,-11.9219,2.73253e-43
2835.93,298,-11.2109,2.76056e-43
2841.93,296,2.54297,2.74654e-43
2847.93,295,1.03906,2.78858e-43
2853.93,293,0,2.81661e-43
2859.93,292,-11.2656,2.8026e-43
2865.93,304,-10.3906,2.84464e-43
2871.93,297,5.16797,2.87266e-43
2877.93,298,3.0625,2.85865e-43
2883.93,295,1.4013e-45,2.90069e-43
2889.93,298,-11.2109,2.94273e-43
2895.93,295,-10.3359,2.9147e-43
2901.93,292,7.41016,2.99878e-43
2907.93,302,8.42188,2.99878e-43
2913.93,293,0,2.9147e-43
2919.93,298,-10.3359,3.05483e-43
2925.93,295,-10.2812,3.05483e-43
2931.93,294,3.0625,2.9147e-43
2937.93,292,2.02344,3.11088e-43
2943.93,296,1.4013e-45,3.11088e-43
2949.93,297,-8.99609,2.9147e-43
2955.93,300,-7.10938,3.16693e-43
2961.93,297,8.42188,3.16693e-43
2967.93,297,8.23047,2.9147e-43
2973.93,296,0,3.22299e-43
2979.93,295,-7.60156,3.22299e-43
2985.93,296,-5.14062,2.9147e-43
2991.93,296,0.792969,3.27904e-43
2997.93,298,1.42188,3.27904e-43
3003.93,295,0,2.9147e-43
3009.93,296,-5.55078,3.33509e-43
3015.93,295,-3.77344,3.33509e-43
3021.93,298,2.40625,3.3491e-43
3027.93,298,3.96484,2.9147e-43
3033.93,301,1.4013e-45,2.9147e-43
3039.93,298,-4.375,2.92871e-43
3045.93,295,-2.73438,2.94273e-43
3051.93,295,8.44922,2.94273e-43
3057.93,290,8.42188,2.95674e-43
3063.93,296,1.4013e-45,2.97075e-43
3069.93,297,-4.29297,2.97075e-43
3075.93,293,-4.26562,2.98477e-43
3081.93,289,8.47656,2.99878e-43
3087.93,296,8.50391,2.99878e-43
3093.93,296,0,3.01279e-43
3099.93,296,-4.21094,3.0268e-43
3105.93,295,-4.15625,3.0268e-43
3111.93,300,8.39453,3.04082e-43
3117.93,298,7.16406,3.05483e-43
3123.93,296,1.4013e-45,3.05483e-43
3129.93,295,-3.77344,3.06884e-43
3135.93,296,-3.25391,3.08286e-43
3141.93,300,8.50391,3.08286e-43
3147.93,295,8.47656,3.09687e-43
3153.93,295,0,3.11088e-43
3159.93,295,-3.52734,3.11088e-43
3165.93,298,-3.25391,3.1249e-43
3171.93,296,9.70703,3.13891e-43
3177.93,300,8.98926,3.13891e-43
3183.93,296,1.4013e-45,3.15292e-43
3189.93,295,-2.84375,3.16693e-43
3195.93,294,-1.01172,3.16693e-43
3201.93,300,7.16406,3.18095e-43
3207.93,295,5.49609,3.19496e-43
3213.93,293,1.4013e-45,3.19496e-43
3219.93,295,-2.73438,3.20897e-43
3225.93,295,-2.26953,3.22299e-43
3231.93,296,2.29688,3.22299e-43
3237.93,293,2.37891,3.237e-43
3243.93,296,1.4013e-45,3.25101e-43
3249.93,295,-1.23047,3.25101e-43
3255.93,293,0,3.26503e-43
3261.93,298,2.37891,3.27904e-43
3267.93,296,2.94629,3.27904e-43
3273.93,293,1.4013e-45,3.29305e-43
3279.93,298,-1.01172,3.30706e-43
3285.93,298,0.628906,3.30706e-43
3291.93,297,2.94629,3.32108e-43
3297.93,300,4.10156,3.33509e-43
3303.93,298,1.4013e-45,3.37713e-43
3309.93,298,0,3.36312e-43
3315.93,301,1.25781,3.40516e-43
3321.93,291,8.98926,3.43318e-43
3327.92,292,6.89062,3.41917e-43
3333.92,306,1.4013e-45,3.46121e-43
3339.92,296,0.574219,3.48923e-43
3345.92,296,0.628906,3.47522e-43
3351.92,295,2.92578,3.51726e-43
3357.92,301,4.86719,3.54529e-43
3363.92,294,0,3.53127e-43
3369.92,296,1.55859,3.57331e-43
3375.92,295,1.75,3.60134e-43
3381.92,289,4.83984,3.58732e-43
3387.92,294,5.40002e-38,3.62936e-43
3393.92,298,4.40811e-39,3.65739e-43
3399.92,293,6.0614e-38,3.64338e-43
3405.92,291,3.15916e-38,3.68541e-43
3411.92,296,4.96892,3.71344e-43
3417.92,293,1.54288e-38,3.69943e-43
3423.92,295,0,3.74147e-43
3429.92,295,1.14613e-37,3.76949e-43
3435.92,297,0.609375,3.75548e-43
3441.92,296,1.0108e-39,3.79752e-43
3447.92,292,3.1867e-38,3.82554e-43
3453.92,293,0,3.81153e-43
3459.92,298,1.00105e-38,3.85357e-43
3465.92,296,1.06641,3.89561e-43
3471.92,297,1.26117e-43,3.86758e-43
3477.92,292,2.10938,3.95166e-43
3483.92,295,0,3.95166e-43
3489.92,298,0,3.86758e-43
3495.92,298,-1952.2,4.00771e-43
3501.92,292,460,4.00771e-43
3507.92,297,0.12793,3.86758e-43
3513.92,298,-2.55545e+38,4.06377e-43
3519.92,300,460,4.06377e-43
3525.92,292,0.000488281,3.86758e-43
3531.92,283,60,4.11982e-43
3537.92,296,0.12793,4.11982e-43
3543.92,298,-2.55545e+38,3.86758e-43
3549.92,295,60,4.17587e-43
3555.92,294,0.000488281,4.17587e-43
3561.92,300,460,3.86758e-43
3567.92,295,0.12793,4.23192e-43
3573.92,304,-2.4487e+38,4.23192e-43
3579.92,297,79,3.86758e-43
3585.92,296,0.000488281,4.28797e-43
3591.92,296,60,4.28797e-43
3597.92,300,0.12793,4.30199e-43
3603.92,293,-2.4487e+38,3.86758e-43
3609.92,304,458.854,3.86758e-43
3615.92,293,0.000488281,3.8816e-43
3621.92,287,439.646,3.89561e-43
3627.92,302,0.12793,3.89561e-43
3633.92,293,0,3.90962e-43
3639.92,292,440.354,3.92364e-43
3645.92,295,0.000488281,3.92364e-43
3651.92,306,459.146,3.93765e-43
3657.92,295,0.12793,3.95166e-43
3663.92,284,0,3.95166e-43
3669.92,289,458.5,3.96567e-43
3675.92,280,0.000488281,3.97969e-43
3681.92,295,459.5,3.97969e-43
3687.92,306,0.12793,3.9937e-43
3693.92,302,0,4.00771e-43
3699.92,295,440.354,4.00771e-43
3705.92,281,0.000488281,4.02173e-43
3711.92,300,60.8536,4.03574e-43
3717.92,293,0.12793,4.03574e-43
3723.92,283,0,4.04975e-43
3729.92,290,458.854,4.06377e-43
3735.92,291,0.000488281,4.06377e-43
3741.92,309,80.3536,4.07778e-43
3747.92,300,0.12793,4.09179e-43
3753.92,295,0,4.09179e-43
3759.92,300,458.5,4.1058e-43
3765.92,300,0.000488281,4.11982e-43
3771.92,290,60.5,4.11982e-43
3777.92,304,0.12793,4.13383e-43
3783.92,304,0,4.14784e-43
3789.92,293,59,4.14784e-43
3795.92,292,0.00146484,4.16186e-43
3801.92,287,62,4.17587e-43
3807.92,294,0.0664062,4.17587e-43
3813.92,286,-5.92774e-07,4.18988e-43
3819.92,300,59,4.2039e-43
3825.92,295,0.00146484,4.2039e-43
3831.92,295,458,4.21791e-43
3837.92,302,0.0664062,4.23192e-43
3843.92,301,-5.92774e-07,4.23192e-43
